"gene_id","gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","is_significant"
"ENSG00000166257.10","SCN3B",21.2454842151318,1.15433174271467,0.440049510632148,2.6231860616239,0.00871116853952175,0.0265215535493838,"ENSG00000166257",TRUE
"ENSG00000270966.1","ENSG00000270966.1",4.10555893559339,3.19761103828743,1.21901675718891,2.62310671238123,0.00871319769374595,0.0265253539398783,"ENSG00000270966",TRUE
"ENSG00000101132.10","PFDN4",264.593995972072,0.657440618646031,0.250687974682179,2.62254549497051,0.00872756145867977,0.0265643196799673,"ENSG00000101132",TRUE
"ENSG00000163686.15","ABHD6",218.181257566915,0.464491596409089,0.177127954499849,2.62235059237633,0.00873255473215876,0.0265771363804291,"ENSG00000163686",TRUE
"ENSG00000137872.17","SEMA6D",8.80985154581819,1.82047981290212,0.694262015898166,2.62217976961762,0.00873693319553284,0.0265880798052194,"ENSG00000137872",TRUE
"ENSG00000234358.1","RPL7AP42",12.8133579816352,1.54633964402619,0.589760481001541,2.62197908106724,0.00874207967358087,0.0266013582685833,"ENSG00000234358",TRUE
"ENSG00000255910.2","ENSG00000255910.2",14.5326848100954,1.42397989899428,0.543122819102169,2.6218377297206,0.00874570612797569,0.0266100094728662,"ENSG00000255910",TRUE
"ENSG00000286125.3","ZIM2-AS1",4.74701825561396,2.85152348309047,1.08772642248875,2.6215447415225,0.0087532271988368,0.0266305079704513,"ENSG00000286125",TRUE
"ENSG00000182983.15","ZNF662",2.06642386675517,4.10257131364909,1.56535946195176,2.62084934059416,0.00877110143501122,0.0266777196941674,"ENSG00000182983",TRUE
"ENSG00000279699.1","ENSG00000279699.1",9.64803217933539,1.7727130494054,0.676587335598141,2.62008015245841,0.0087909102420263,0.0267283959095193,"ENSG00000279699",TRUE
"ENSG00000207379.1","ENSG00000207379.1",5.64554752602179,2.38607609605458,0.910716168305586,2.61999970912336,0.00879298419628201,0.0267323088856446,"ENSG00000207379",TRUE
"ENSG00000291112.1","ENSG00000291112.1",8.74919394190704,1.96549112130952,0.750200869111044,2.61995313820222,0.00879418506683442,0.0267335670619502,"ENSG00000291112",TRUE
"ENSG00000253731.3","PCDHGA6",333.514065434166,0.434910341989885,0.166030018880372,2.61946812343162,0.0088067002949932,0.0267668213690345,"ENSG00000253731",TRUE
"ENSG00000218424.2","NDUFS5P1",7.98384080476146,1.8998546094492,0.725338597056083,2.61926583965075,0.00881192468754289,0.0267779081934565,"ENSG00000218424",TRUE
"ENSG00000290242.1","ENSG00000290242.1",22.8543550122466,1.06489213149623,0.40673984408303,2.61811609309378,0.00884167187514487,0.0268610956314213,"ENSG00000290242",TRUE
"ENSG00000166847.10","DCTN5",1302.15071141807,0.368833626064583,0.14088765223712,2.6179272647955,0.00884656596354482,0.0268735604229736,"ENSG00000166847",TRUE
"ENSG00000148908.15","RGS10",67.5239681167597,0.686595689272427,0.262300837462627,2.61758862805863,0.00885534887806481,0.0268949599582275,"ENSG00000148908",TRUE
"ENSG00000197520.11","FAM177B",6.26057069790863,2.22265111622553,0.849154794311326,2.6174863889547,0.00885800209163116,0.0268986782628757,"ENSG00000197520",TRUE
"ENSG00000182223.7","ZAR1",16.7182151782792,1.33753504431258,0.511043168196494,2.61726430867442,0.0088637677580274,0.0269137805671471,"ENSG00000182223",TRUE
"ENSG00000237472.1","ATP5PFP2",2.1149885867112,4.11427082296712,1.5722739958997,2.61676452939923,0.00887675533164613,0.0269508066772753,"ENSG00000237472",TRUE
"ENSG00000161055.4","SCGB3A1",2.05050153221662,4.11248272257484,1.57192322981189,2.61621092212434,0.00889116155452724,0.0269897207939393,"ENSG00000161055",TRUE
"ENSG00000099364.18","FBXL19",495.235039543908,0.373423525172616,0.142733282972667,2.61623300042868,0.00889058662315936,0.0269897207939393,"ENSG00000099364",TRUE
"ENSG00000279693.1","ENSG00000279693.1",5.44893790074789,2.73313223610101,1.04476290157913,2.61603109372467,0.00889584562341279,0.0269976249880189,"ENSG00000279693",TRUE
"ENSG00000109083.14","IFT20",282.995770145646,0.523179720766731,0.199990763453361,2.61601941876051,0.00889614980248749,0.0269976249880189,"ENSG00000109083",TRUE
"ENSG00000265289.1","ENSG00000265289.1",3.1954741640208,3.74388068850039,1.43133818530097,2.615650673578,0.00890576185738548,0.0270219668398097,"ENSG00000265289",TRUE
"ENSG00000087152.16","ATXN7L3",1646.84434048747,0.339356330900117,0.129777807742349,2.61490263091706,0.00892528953471154,0.0270763807193964,"ENSG00000087152",TRUE
