"gene_id","gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","is_significant"
"ENSG00000189060.6","H1-0",1593.50489633205,-5.2924138910207,0.182605349201848,-28.9827976790022,1.0840409582209e-184,1.15070947715149e-181,"ENSG00000189060",TRUE
"ENSG00000131095.14","GFAP",24079.0105783592,-4.28369053416857,0.149414097781645,-28.669922033922,9.0506292332564e-181,9.31611435743192e-178,"ENSG00000131095",TRUE
"ENSG00000149212.12","SESN3",10331.5374384317,-3.09524265977286,0.108449841791065,-28.5407761657784,3.65622255544629e-179,3.65278140480587e-176,"ENSG00000149212",TRUE
"ENSG00000163235.16","TGFA",1496.60879274217,-4.23680464976558,0.148720437842773,-28.488382035593,1.63178574019147e-178,1.58367137208068e-175,"ENSG00000163235",TRUE
"ENSG00000139793.21","MBNL2",884.393731871934,-4.87160817326055,0.171497926531605,-28.4062219980412,1.69418589367414e-177,1.59855851212008e-174,"ENSG00000139793",TRUE
"ENSG00000286522.2","H3C2",734.372161326051,-5.57053096080474,0.19724788181525,-28.2412713867432,1.82186520773333e-175,1.62855572042858e-172,"ENSG00000286522",TRUE
"ENSG00000115159.17","GPD2",2084.63794933134,-3.49139828918591,0.125517835377931,-27.8159536345843,2.78191108568048e-170,2.36239889395986e-167,"ENSG00000115159",TRUE
"ENSG00000277775.2","H3C7",604.345812290723,-5.76368060282546,0.209503876494322,-27.5110928698337,1.29344917050858e-166,1.04609241485323e-163,"ENSG00000277775",TRUE
"ENSG00000105855.10","ITGB8",6479.41630709051,-3.13290375568598,0.114573067245854,-27.3441554022752,1.26732802872233e-164,1.00113019720093e-161,"ENSG00000105855",TRUE
"ENSG00000124575.7","H1-3",550.663973311776,-4.81737973884202,0.17733436625513,-27.1655169867711,1.66036624057971e-162,1.2533182324447e-159,"ENSG00000124575",TRUE
"ENSG00000184357.5","H1-5",660.479029025487,-5.28724390216576,0.196220901568458,-26.9453654524217,6.4642043225364e-160,4.77339331365035e-157,"ENSG00000184357",TRUE
"ENSG00000137558.9","PI15",1724.1704136895,-5.02825208694987,0.187077892963321,-26.8778528948673,3.98711614509003e-159,2.88158215354081e-156,"ENSG00000137558",TRUE
"ENSG00000132470.14","ITGB4",6008.44510181096,-3.63919859917277,0.135448528108533,-26.8677603957183,5.231282718253e-159,3.70200440361704e-156,"ENSG00000132470",TRUE
"ENSG00000276966.3","H4C5",673.677610367901,-5.26540098100793,0.196538552781789,-26.7906774853174,4.14959552567981e-158,2.87660124114881e-155,"ENSG00000276966",TRUE
"ENSG00000153071.15","DAB2",523.873888867927,-4.75916780426494,0.178860306607038,-26.6082950127162,5.44213218096485e-156,3.62467344947086e-153,"ENSG00000153071",TRUE
"ENSG00000064042.18","LIMCH1",3423.41899863011,-3.1060039256628,0.118265890706722,-26.2628887086737,5.0930641730548e-152,3.32694622750626e-149,"ENSG00000064042",TRUE
"ENSG00000122786.20","CALD1",4937.77610140333,-3.27393621064106,0.124702914257977,-26.2538869289627,6.45331336516025e-152,4.13596506392006e-149,"ENSG00000122786",TRUE
"ENSG00000044524.11","EPHA3",4526.82238488291,-3.15926590086563,0.120570542743644,-26.2026348142334,2.47988175953215e-151,1.5599374742183e-148,"ENSG00000044524",TRUE
"ENSG00000186185.14","KIF18B",634.144656343572,-3.90802466545713,0.150688018760214,-25.9345414294407,2.7169931953135e-148,1.64805044390016e-145,"ENSG00000186185",TRUE
"ENSG00000114480.13","GBE1",1477.26682241053,-3.74262091969869,0.14443741575366,-25.911713389291,4.91444104572778e-148,2.92866199019792e-145,"ENSG00000114480",TRUE
"ENSG00000133106.15","EPSTI1",991.89938774535,-3.75459301799046,0.145424912526757,-25.8180868240141,5.55580752334798e-147,3.19863847378109e-144,"ENSG00000133106",TRUE
"ENSG00000159176.14","CSRP1",1803.92268993126,-3.5783599435882,0.13933507611239,-25.6816879383755,1.87238077021838e-145,1.06001716671297e-142,"ENSG00000159176",TRUE
"ENSG00000188039.17","NWD1",491.030030826672,-4.79224725861118,0.187645410614633,-25.5388460762997,7.3038715216927e-144,4.00157915885254e-141,"ENSG00000188039",TRUE
"ENSG00000273983.2","H3C8",480.053813718548,-4.85005590861412,0.192904561755825,-25.1422561730459,1.71753162295384e-139,8.97555602592245e-137,"ENSG00000273983",TRUE
"ENSG00000146250.7","PRSS35",894.832163329415,-5.51440540427932,0.220436805652191,-25.0158107125723,4.11425996420057e-138,2.11747246157523e-135,"ENSG00000146250",TRUE
"ENSG00000047188.16","YTHDC2",895.926300335852,-3.49153892902339,0.141433700455218,-24.6867537071118,1.48409597145948e-134,7.52414506843815e-132,"ENSG00000047188",TRUE
"ENSG00000075223.14","SEMA3C",2567.43804580281,-3.33817481768924,0.13637129158827,-24.4785744771547,2.49846488714587e-132,1.24805669539075e-129,"ENSG00000075223",TRUE
"ENSG00000180891.13","CUEDC1",1438.07575451222,-3.10594017008297,0.12702924122972,-24.4505921629979,4.9599326032767e-132,2.44172450243627e-129,"ENSG00000180891",TRUE
"ENSG00000183856.11","IQGAP3",485.936734013689,-3.90097834481103,0.160401441294972,-24.3200953390268,1.20173396624236e-130,5.83149990933152e-128,"ENSG00000183856",TRUE
"ENSG00000105974.13","CAV1",2255.8378878697,-4.05488094375317,0.166964676062245,-24.2858611736622,2.76533441415932e-130,1.30942435146464e-127,"ENSG00000105974",TRUE
"ENSG00000150347.17","ARID5B",7977.24264140739,-2.83706279395299,0.116820252453351,-24.285710177573,2.77551087215774e-130,1.30942435146464e-127,"ENSG00000150347",TRUE
"ENSG00000182168.16","UNC5C",1723.78913363643,-3.14050847859916,0.129396155132708,-24.2704930094583,4.01847894285551e-130,1.84459044230968e-127,"ENSG00000182168",TRUE
"ENSG00000129474.17","AJUBA",981.450844544782,-3.30499069168193,0.137305830115089,-24.0702866652618,5.11948431059658e-128,2.31864857416459e-125,"ENSG00000129474",TRUE
"ENSG00000197061.5","H4C3",601.18317161919,-4.23533017079027,0.176569721333276,-23.986729654492,3.82548175253908e-127,1.7097890022401e-124,"ENSG00000197061",TRUE
"ENSG00000135074.16","ADAM19",4167.06237446488,-2.86396387233607,0.120215058256176,-23.8236699618197,1.898921726114e-125,8.26956066572313e-123,"ENSG00000135074",TRUE
"ENSG00000077092.20","RARB",1057.82482264415,-3.21209099783835,0.134944919670908,-23.8029783238355,3.11082749749281e-125,1.33757706879539e-122,"ENSG00000077092",TRUE
"ENSG00000156011.19","PSD3",4234.51748008596,-3.11111775157525,0.130739819582808,-23.7962524462927,3.65188576130775e-125,1.55059069425127e-122,"ENSG00000156011",TRUE
"ENSG00000057019.16","DCBLD2",15386.4109331694,-2.59420650209385,0.109343575874081,-23.7252758688019,1.97801329178225e-124,8.09507897533245e-122,"ENSG00000057019",TRUE
"ENSG00000152104.12","PTPN14",1715.1400598654,-2.98887458076315,0.12630041605568,-23.6648039183457,8.31051279349973e-124,3.32107645375999e-121,"ENSG00000152104",TRUE
"ENSG00000111799.22","COL12A1",3581.97440057399,-3.12431620296627,0.132158879615626,-23.6406075176568,1.47442182327022e-123,5.82362331312125e-121,"ENSG00000111799",TRUE
"ENSG00000180801.14","ARSJ",1618.42653213867,-3.05204776402712,0.129142858373199,-23.6331129918718,1.76073076772865e-123,6.87454054232262e-121,"ENSG00000180801",TRUE
"ENSG00000147862.18","NFIB",2705.16368521324,-2.96297919606652,0.125406951708933,-23.6269134660376,2.03905249351676e-123,7.87074262497469e-121,"ENSG00000147862",TRUE
"ENSG00000171848.16","RRM2",857.751046227765,-3.9236403449446,0.166280020478114,-23.5965832435114,4.17834314081211e-123,1.59471864951804e-120,"ENSG00000171848",TRUE
"ENSG00000148541.13","FAM13C",409.586983662296,-4.05831666996138,0.172165534232382,-23.5721782995406,7.43740045400678e-123,2.8070402069078e-120,"ENSG00000148541",TRUE
"ENSG00000145349.20","CAMK2D",3268.6792568659,-2.65329495309456,0.113529571093959,-23.3709590155912,8.43867698677035e-121,3.04941467964484e-118,"ENSG00000145349",TRUE
"ENSG00000150457.9","LATS2",476.120920873732,-3.714509092708,0.159422595682037,-23.2997654869229,4.45758444036529e-120,1.57724196114925e-117,"ENSG00000150457",TRUE
"ENSG00000187837.4","H1-2",1747.9482251635,-2.87972457145761,0.124240208987703,-23.178684219234,7.47114173623441e-119,2.5377974249641e-116,"ENSG00000187837",TRUE
"ENSG00000151458.12","ANKRD50",1695.92552017785,-2.74480266200501,0.118450022292227,-23.1726647989422,8.59182120091282e-119,2.88957408467927e-116,"ENSG00000151458",TRUE
"ENSG00000026025.16","VIM",8455.14499759324,-3.55651227831258,0.153839201013293,-23.1183746072971,3.02568424440865e-118,1.00761218053013e-115,"ENSG00000026025",TRUE
"ENSG00000144645.16","OSBPL10",1667.9457138387,-2.84149543589002,0.123520575256596,-23.0042276761359,4.22855450221216e-117,1.36795751743945e-114,"ENSG00000144645",TRUE
"ENSG00000166147.15","FBN1",1490.1422215918,-2.93260630491299,0.127864326423621,-22.9352970209776,2.06594045143273e-116,6.49776530132102e-114,"ENSG00000166147",TRUE
"ENSG00000115353.11","TACR1",507.287739297384,-3.52753029280769,0.154383306694989,-22.8491691771892,1.48945045338023e-115,4.51729044646604e-113,"ENSG00000115353",TRUE
"ENSG00000182263.14","FIGN",1758.04078337863,-2.79619620269653,0.122657454087703,-22.796789836329,4.93398091754586e-115,1.48316339652387e-112,"ENSG00000182263",TRUE
"ENSG00000115380.20","EFEMP1",2595.09330125592,-4.60616868483747,0.202303197373422,-22.7686400642257,9.38117709124726e-115,2.79526160908322e-112,"ENSG00000115380",TRUE
"ENSG00000162692.12","VCAM1",993.641085493865,-3.70225048286617,0.162755979955361,-22.7472470374458,1.52793610949292e-114,4.51312467541353e-112,"ENSG00000162692",TRUE
"ENSG00000106278.12","PTPRZ1",2713.3286157936,-2.98564804300003,0.131585374461925,-22.6898168220356,5.64723621641305e-114,1.6536665499924e-111,"ENSG00000106278",TRUE
"ENSG00000169047.6","IRS1",1635.36580348706,-2.68877871125526,0.118522269300568,-22.6858524319731,6.17978666299862e-114,1.79414524246784e-111,"ENSG00000169047",TRUE
"ENSG00000131747.15","TOP2A",2676.69769442492,-3.36581276900899,0.148380254809549,-22.6836971895561,6.49004576185524e-114,1.86825317320931e-111,"ENSG00000131747",TRUE
"ENSG00000165323.16","FAT3",1423.29002982052,-3.06104470626551,0.135561031173349,-22.5805652241698,6.72828262934422e-113,1.92055717944172e-110,"ENSG00000165323",TRUE
"ENSG00000198947.18","DMD",500.936675520479,-3.60718304623363,0.159855173459876,-22.5653193960535,9.49851913251955e-113,2.68871414911187e-110,"ENSG00000198947",TRUE
"ENSG00000172123.13","SLFN12",460.350355965635,-4.34401311349114,0.192528879020048,-22.562916979529,1.00286938837501e-112,2.81532788300184e-110,"ENSG00000172123",TRUE
"ENSG00000204262.14","COL5A2",1549.06843970891,-3.25000987079925,0.145429276480693,-22.3477001979771,1.27125041238558e-110,3.51071821202547e-108,"ENSG00000204262",TRUE
"ENSG00000155761.14","SPAG17",805.204177655086,-3.29988037080116,0.1476794175867,-22.3448902001787,1.35380518390112e-110,3.70855278118979e-108,"ENSG00000155761",TRUE
"ENSG00000104419.17","NDRG1",7268.05076310648,-2.565119434629,0.11510681543244,-22.2846877050001,5.20183997179934e-110,1.41356880129664e-107,"ENSG00000104419",TRUE
"ENSG00000231566.4","ENSG00000231566.4",611.232715365756,-4.11458718571562,0.184916090523445,-22.2511041308974,1.10050039640969e-109,2.96680932263845e-107,"ENSG00000231566",TRUE
"ENSG00000144642.22","RBMS3",1066.08694336185,-2.84879489234782,0.128203657792138,-22.2208550162172,2.15920176182147e-109,5.77509964138202e-107,"ENSG00000144642",TRUE
"ENSG00000169991.11","IFFO2",2336.89836819389,-2.90399545547578,0.130706545644228,-22.2176742653747,2.31765320027982e-109,6.10279410132595e-107,"ENSG00000169991",TRUE
"ENSG00000222041.13","CYTOR",524.381729333646,-3.47570757349294,0.156812125846348,-22.1647883078799,7.51223667285671e-109,1.95419458468071e-106,"ENSG00000222041",TRUE
"ENSG00000118432.13","CNR1",8070.2948132652,-2.7185090584044,0.122650702593036,-22.1646431771746,7.53648994916311e-109,1.95419458468071e-106,"ENSG00000118432",TRUE
"ENSG00000165899.12","OTOGL",331.59887033742,-4.35231526073805,0.196763430881898,-22.1195332955462,2.05038483625934e-108,5.23665203895168e-106,"ENSG00000165899",TRUE
"ENSG00000126785.13","RHOJ",547.805610500207,-3.58499891694571,0.162399916932855,-22.0751277750219,5.48091665753878e-108,1.37907982980205e-105,"ENSG00000126785",TRUE
"ENSG00000169715.15","MT1E",744.008488126755,-5.53154888046216,0.25119666636008,-22.0207893704008,1.8206483615466e-107,4.54733702536875e-105,"ENSG00000169715",TRUE
"ENSG00000184304.17","PRKD1",930.015862199743,-2.96893802822791,0.134930554796962,-22.0034523143808,2.66872931875452e-107,6.61689032842727e-105,"ENSG00000184304",TRUE
"ENSG00000277157.2","H4C4",604.018514864038,-4.17746310717727,0.190461222474287,-21.9334048837224,1.24735437475865e-106,3.0702995218697e-104,"ENSG00000277157",TRUE
"ENSG00000175899.15","A2M",1070.93805673561,-4.14040985325567,0.18918189372245,-21.885867467476,3.54207622758013e-106,8.65591692794545e-104,"ENSG00000175899",TRUE
"ENSG00000071282.12","LMCD1",680.412679217721,-3.22037059286635,0.147889582339795,-21.775506711941,3.9606708076138e-105,9.60971899950183e-103,"ENSG00000071282",TRUE
"ENSG00000124749.18","COL21A1",396.881862398961,-4.2351221948193,0.195335321002627,-21.6812923186705,3.0810613240829e-104,7.37024584904564e-102,"ENSG00000124749",TRUE
"ENSG00000185942.13","NKAIN3",1226.69360996453,-3.61376794806725,0.166887005739549,-21.6539803806359,5.57512336903339e-104,1.32430622796732e-101,"ENSG00000185942",TRUE
"ENSG00000076641.4","PAG1",467.068031158589,-3.50580663051506,0.163230993446036,-21.4775794504619,2.52316182424881e-102,5.8303918942914e-100,"ENSG00000076641",TRUE
"ENSG00000112276.14","POPDC1",2896.04984273349,-2.72089082049974,0.12735314370728,-21.3649285859303,2.83285963064465e-101,6.4581594586401e-99,"ENSG00000112276",TRUE
"ENSG00000066279.19","ASPM",1268.82931193796,-3.06051803604177,0.143292352800804,-21.3585580543598,3.24679793678566e-101,7.35248215444903e-99,"ENSG00000066279",TRUE
"ENSG00000277224.3","H2BC7",292.29650718835,-5.44746146801954,0.256883896236461,-21.2059282338398,8.41932385675801e-100,1.88149732083129e-97,"ENSG00000277224",TRUE
"ENSG00000173598.14","NUDT4",2975.77682338686,-2.59334223195027,0.122325254359114,-21.2003829097867,9.47226707302976e-100,2.10296711069722e-97,"ENSG00000173598",TRUE
"ENSG00000145934.17","TENM2",3015.21524480116,-2.46057753090908,0.116109966506509,-21.1917857264315,1.13702320179932e-99,2.50794831939736e-97,"ENSG00000145934",TRUE
"ENSG00000126878.13","AIF1L",2835.10514207091,-2.87952414730563,0.136313920468892,-21.1242119469578,4.7651033621771e-99,1.04426471617053e-96,"ENSG00000126878",TRUE
"ENSG00000071575.12","TRIB2",1937.88480230595,-2.65889115532627,0.126808205340728,-20.9678163032269,1.29052866288432e-97,2.81004343723428e-95,"ENSG00000071575",TRUE
"ENSG00000136709.12","WDR33",844.960707019262,-2.7425822427732,0.130896223628066,-20.9523404629769,1.78632743526016e-97,3.84037786841247e-95,"ENSG00000136709",TRUE
"ENSG00000012817.16","KDM5D",341.596387326504,-3.7366141589811,0.178568116734163,-20.9254273793112,3.14235102460503e-97,6.67121122523648e-95,"ENSG00000012817",TRUE
"ENSG00000117569.20","PTBP2",1234.59824795421,-2.71793628306409,0.130250603069315,-20.8669765745169,1.06883633036689e-96,2.255045495025e-94,"ENSG00000117569",TRUE
"ENSG00000105810.10","CDK6",3734.61562266506,-2.50416652567573,0.120243317373677,-20.8258270012096,2.52529026788428e-96,5.2950036925613e-94,"ENSG00000105810",TRUE
"ENSG00000008441.19","NFIX",5040.88518818899,-2.53560146678647,0.122001757881723,-20.7833191161447,6.12726375024998e-96,1.26909082358836e-93,"ENSG00000008441",TRUE
"ENSG00000151718.16","WWC2",918.763165824063,-2.86446450765268,0.13812149689809,-20.7387305523207,1.54961315447554e-95,3.19013694734699e-93,"ENSG00000151718",TRUE
"ENSG00000150540.14","HNMT",296.891162300483,-5.9575449585292,0.287471159836467,-20.7239744046611,2.10565951187996e-95,4.25744299402014e-93,"ENSG00000150540",TRUE
"ENSG00000277075.3","H2AC8",336.446005022259,-4.12017822339573,0.198906019985581,-20.7141956975179,2.5797806678125e-95,5.18520649255948e-93,"ENSG00000277075",TRUE
"ENSG00000185585.20","OLFML2A",395.399399941325,-4.04920916381454,0.195611558731547,-20.7002550875411,3.44542014891462e-95,6.88435480107834e-93,"ENSG00000185585",TRUE
"ENSG00000047457.14","CP",1152.63116200501,-3.82611646445878,0.18513928712784,-20.6661510034703,6.98712248665424e-95,1.38794489255363e-92,"ENSG00000047457",TRUE
"ENSG00000137642.13","SORL1",817.42776066853,-2.95239903492511,0.143104367332624,-20.631089672216,1.44360283935941e-94,2.85094774693956e-92,"ENSG00000137642",TRUE
"ENSG00000125827.9","TMX4",968.829918406148,-2.8639295809013,0.138973775488054,-20.6076978972733,2.3410401981983e-94,4.57014100301149e-92,"ENSG00000125827",TRUE
"ENSG00000104047.15","DTWD1",344.651949088909,-3.92699589639045,0.190836913022404,-20.5777584336078,4.34305364012981e-94,8.38209352545054e-92,"ENSG00000104047",TRUE
"ENSG00000139263.12","LRIG3",1247.54612988638,-2.59470290398658,0.126119083372249,-20.5734361098086,4.7479891315859e-94,9.11184716506836e-92,"ENSG00000139263",TRUE
"ENSG00000278588.2","H2BC10",269.773512406835,-4.69964491570344,0.228839982639146,-20.5368173057164,1.00965976817474e-93,1.92674848344718e-91,"ENSG00000278588",TRUE
"ENSG00000078018.22","MAP2",1751.32036521664,-2.83049926392138,0.137840979858422,-20.5345265742352,1.05840826965167e-93,2.00849229628647e-91,"ENSG00000078018",TRUE
"ENSG00000136205.18","TNS3",6668.85341202987,-2.48716919439411,0.121330160200253,-20.4991833051987,2.18936911689172e-93,4.13158278680989e-91,"ENSG00000136205",TRUE
"ENSG00000111269.3","CREBL2",378.449830700646,-4.37793061996222,0.213586753319684,-20.4972010291742,2.28038149815639e-93,4.27955794084951e-91,"ENSG00000111269",TRUE
"ENSG00000049130.16","KITLG",366.505503600729,-3.68828437349792,0.180707252901371,-20.4102730481492,1.35525500551483e-92,2.52941219930373e-90,"ENSG00000049130",TRUE
"ENSG00000172965.17","MIR4435-2HG",1148.93430287303,-2.80062352254469,0.137687494299789,-20.3404349595239,5.64277899833295e-92,1.04170607073573e-89,"ENSG00000172965",TRUE
"ENSG00000242498.8","ARPIN",384.662097683634,-3.3404961049837,0.1643499215843,-20.3255107929593,7.648884561323e-92,1.40441789610281e-89,"ENSG00000242498",TRUE
"ENSG00000166741.8","NNMT",435.181329210803,-4.32554072935394,0.212979284704071,-20.3096781706454,1.05593967875975e-91,1.92839564559738e-89,"ENSG00000166741",TRUE
"ENSG00000169760.18","NLGN1",1016.53879032459,-2.6578026222704,0.132137122084382,-20.1139738806566,5.56792766673884e-90,1.00601790948822e-87,"ENSG00000169760",TRUE
"ENSG00000123485.12","HJURP",339.735975948653,-4.06861910306412,0.202579086353243,-20.0841023439584,1.01643960995427e-89,1.82679474449348e-87,"ENSG00000123485",TRUE
"ENSG00000146802.13","TMEM168",326.866221832152,-3.70309792069358,0.18453308819534,-20.0673925576622,1.42275573461911e-89,2.54358772597589e-87,"ENSG00000146802",TRUE
"ENSG00000087266.17","SH3BP2",2893.09586313132,-2.46861104597602,0.123571525695667,-19.9771835143943,8.69954159349778e-89,1.53909390024965e-86,"ENSG00000087266",TRUE
"ENSG00000139618.18","BRCA2",420.875366452831,-3.58088148343411,0.179684111796936,-19.928759686226,2.29171252797976e-88,4.03341404924438e-86,"ENSG00000139618",TRUE
"ENSG00000048052.25","HDAC9",2034.87427002883,-2.34007634726241,0.117439036795147,-19.9258816414195,2.42733706224663e-88,4.25009202733988e-86,"ENSG00000048052",TRUE
"ENSG00000224078.15","ENSG00000224078.15",2853.32045692939,-3.09086403407146,0.15512946230432,-19.9244166012003,2.4994209961365e-88,4.35386319983409e-86,"ENSG00000224078",TRUE
"ENSG00000164692.19","COL1A2",10105.5506159149,-2.41314459203315,0.121804459305825,-19.8116276348656,2.3631989949761e-87,4.074778855906e-85,"ENSG00000164692",TRUE
"ENSG00000174231.18","PRPF8",5609.32177917669,-2.28708183078602,0.115489511530487,-19.80337262213,2.78414837696368e-87,4.77636121559103e-85,"ENSG00000174231",TRUE
"ENSG00000152256.14","PDK1",1960.0217174249,-2.54245536268955,0.128734578006134,-19.749591772992,8.0868860810483e-87,1.3803786251309e-84,"ENSG00000152256",TRUE
"ENSG00000112319.21","EYA4",2535.57948010173,-2.39620087832337,0.121421158426418,-19.7346237622621,1.08753435101691e-86,1.84706834176712e-84,"ENSG00000112319",TRUE
"ENSG00000115414.21","FN1",4886.72186544166,-2.51778637847426,0.12769625345684,-19.7169949024797,1.54117599326257e-86,2.59161713560113e-84,"ENSG00000115414",TRUE
"ENSG00000171444.19","MCC",4360.1597452498,-2.33035239367809,0.118220606711772,-19.7118967538343,1.70456546328356e-86,2.83826861062824e-84,"ENSG00000171444",TRUE
"ENSG00000156515.25","HK1",2926.4615677249,-2.26754557235062,0.115311485212714,-19.6645249011206,4.34215638536908e-86,7.19484722430327e-84,"ENSG00000156515",TRUE
"ENSG00000151322.20","NPAS3",1032.4547784615,-2.81886389341653,0.143653912395343,-19.6226043997944,9.91414280459815e-86,1.63477477080869e-83,"ENSG00000151322",TRUE
"ENSG00000007237.19","GAS7",874.04294584078,-2.67296529150496,0.136700417006996,-19.5534538228084,3.85516115395323e-85,6.29577471526363e-83,"ENSG00000007237",TRUE
"ENSG00000144810.16","COL8A1",351.207319396756,-3.6564954861073,0.187277900692488,-19.5244365330179,6.80635996967743e-85,1.10621260980863e-82,"ENSG00000144810",TRUE
"ENSG00000150760.13","DOCK1",857.42562596418,-2.60720633264655,0.133581389536295,-19.5177362782122,7.76009961564327e-85,1.25521458925796e-82,"ENSG00000150760",TRUE
"ENSG00000172201.12","ID4",682.250560073516,-3.48808445293036,0.179102586201862,-19.4753438624222,1.77727017061229e-84,2.86115228224446e-82,"ENSG00000172201",TRUE
"ENSG00000151012.13","SLC7A11",2700.83583589595,-2.27253752313958,0.116780963697443,-19.459828478786,2.4058865827297e-84,3.85486582274351e-82,"ENSG00000151012",TRUE
"ENSG00000171241.9","SHCBP1",443.415820733669,-3.34700325642433,0.172295736868324,-19.4259203231607,4.65958025576746e-84,7.39610383775276e-82,"ENSG00000171241",TRUE
"ENSG00000242759.10","ENSG00000242759.10",770.500618256522,-3.3361868761295,0.172301750765054,-19.3624664944852,1.60036340404918e-83,2.52842530738337e-81,"ENSG00000242759",TRUE
"ENSG00000089685.15","BIRC5",650.60741390082,-3.49391587625654,0.180916285213877,-19.3123348300352,4.23009986441416e-83,6.65222371270464e-81,"ENSG00000089685",TRUE
"ENSG00000090530.10","P3H2",339.490397654715,-3.57908070955505,0.185800978593769,-19.2629809414528,1.09867695239936e-82,1.6963572145046e-80,"ENSG00000090530",TRUE
"ENSG00000169862.21","CTNND2",1041.56542576015,-2.69565420236224,0.140321271609162,-19.210588469227,3.01825372445289e-82,4.63909694625411e-80,"ENSG00000169862",TRUE
"ENSG00000278705.3","H4C2",615.526291756937,-3.23726467978814,0.168727005321509,-19.186405125958,4.8076825478536e-82,7.35618742276987e-80,"ENSG00000278705",TRUE
"ENSG00000278828.2","H3C10",634.901203212488,-2.83001513874614,0.147885094586545,-19.1365813211822,1.25221602943579e-81,1.90741139407511e-79,"ENSG00000278828",TRUE
"ENSG00000136542.9","GALNT5",372.346866448497,-7.66844011102638,0.401429792195617,-19.1028176286665,2.39222247388119e-81,3.62763450860698e-79,"ENSG00000136542",TRUE
