gene_id	ASE01_GFP1	ASE01_GFP2	ASE01_GFP3	ASE01_TES1	ASE01_TES2	ASE01_TES3
ENSG00000290825.1	0	0.803834398402218	1.08662194271134	1.96625834299327	1.66244607123164	2.28728086482261
ENSG00000227232.5	73.7935571557459	122.182828557137	143.434096437897	111.09359637912	152.3908898629	107.502200646663
ENSG00000278267.1	2.54460541916365	2.41150319520665	0	0.983129171496634	4.98733821369491	1.52485390988174
ENSG00000290826.1	5.0892108383273	3.21533759360887	1.08662194271134	0	1.66244607123164	0.762426954940871
ENSG00000238009.6	2.54460541916365	1.60766879680444	0	4.91564585748317	2.77074345205273	0
ENSG00000233750.3	5.0892108383273	0.803834398402218	1.08662194271134	3.93251668598654	6.64978428492654	4.57456172964523
ENSG00000268903.1	0	0	1.08662194271134	5.8987750289798	5.54148690410545	3.81213477470436
ENSG00000269981.1	0	1.60766879680444	0	1.96625834299327	7.20393297533709	4.57456172964523
ENSG00000279928.2	2.54460541916365	9.64601278082661	5.43310971355672	4.91564585748317	6.095635594516	13.7236851889357
ENSG00000279457.4	99.2396113473824	135.044178931573	177.119376661949	132.722438152046	190.073000810817	139.524132754179
ENSG00000228463.10	2.54460541916365	1.60766879680444	4.34648777084537	4.91564585748317	0.554148690410545	3.81213477470436
ENSG00000290385.1	5.0892108383273	4.82300639041331	2.17324388542269	13.7638084009529	9.42052773697927	8.38669650434958
ENSG00000230021.10	17.8122379341456	14.4690191712399	15.2127071979588	29.493875144899	19.3952041643691	30.4970781976349
ENSG00000225630.1	195.934617275601	150.317032501215	160.820047521279	202.524609328307	196.168636405333	281.335546373182
ENSG00000237973.1	66.1597408982549	78.7757710434174	89.1029993023301	70.7853003477576	65.9436941588549	80.0548302687915
ENSG00000229344.1	0	4.01917199201109	4.34648777084537	4.91564585748317	2.21659476164218	2.28728086482261
ENSG00000248527.1	880.433475030623	356.902472890585	477.02703285028	396.201056113143	454.401926136647	480.328981612749
ENSG00000198744.5	0	2.41150319520665	2.17324388542269	1.96625834299327	2.77074345205273	2.28728086482261
ENSG00000229376.3	30.5352650299638	15.2728535696421	9.77959748440209	18.679454258436	18.8410554739585	14.4861121438766
ENSG00000291215.1	117.051849281528	131.025006939562	106.488950385712	101.262304664153	115.817076295804	94.540942412668
ENSG00000223181.1	2.54460541916365	8.8421783824244	3.25986582813403	0	2.77074345205273	1.52485390988174
ENSG00000229905.1	2.54460541916365	4.82300639041331	2.17324388542269	7.86503337197307	2.21659476164218	5.3369886845861
ENSG00000237491.10	173.033168503128	232.308141138241	171.686266948392	373.589085168721	311.985712701137	343.854556678333
ENSG00000290784.1	7.63381625749095	10.4498471792288	11.9528413698248	12.7806792294562	8.31223035615818	13.7236851889357
ENSG00000177757.2	48.3475029641094	50.6415670993397	56.5043410209898	42.2745543743553	50.9816795177702	48.0328981612749
ENSG00000225880.6	99.2396113473824	76.3642678482107	58.6775849064125	99.29604632116	68.1602889204971	80.8172572237324
ENSG00000228794.12	361.333969521238	360.921644882596	389.010655490661	484.682681547841	524.778809818786	517.687902404852
ENSG00000288531.1	0	1.60766879680444	6.51973165626806	12.7806792294562	15.5161633314953	13.7236851889357
ENSG00000230368.2	0	0.803834398402218	0	2.9493875144899	3.87904083287382	2.28728086482261
ENSG00000234711.1	0	0	1.08662194271134	3.93251668598654	6.095635594516	4.57456172964523
ENSG00000283040.1	0	0	2.17324388542269	6.88190420047644	1.66244607123164	1.52485390988174
ENSG00000272438.1	0	4.01917199201109	5.43310971355672	10.814420886463	13.8537172602636	14.4861121438766
ENSG00000230699.2	15.2676325149819	9.64601278082661	15.2127071979588	44.2408127173485	51.5358282081807	47.270471206334
ENSG00000223764.2	83.9719788324005	146.297860509204	119.528413698248	47.1902002318384	83.6764522519923	54.8947407557427
ENSG00000187634.13	292.62962320382	283.753542635983	358.585241094743	173.030734183408	259.895735802546	192.1315926451
ENSG00000188976.11	994.940718892987	1025.69269236123	1160.51223481571	961.500329723708	1106.08078605945	1022.41454657571
